seed,result,tides_completed,final_weave,max_weave,invaders_killed,natives_killed,heart_damage_events,peak_corruption,total_corruption_at_end,total_presence_at_end,sacrifices,total_fear_generated,export_string
52,Clean,6,20,20,23,0,0,0,0,10,0,41,"SEED:52|0:PlayTop:root_002:-|1:SelectTarget:-:M1|2:PlayTop:root_006:-|3:SelectTarget:-:A1|4:PlayBottom:root_009:-|5:SelectTarget:-:A1|6:PlayTop:root_023:-|7:SelectTarget:-:A1|8:PlayTop:root_025:-|9:SelectTarget:-:A2|10:PlayBottom:root_017:-|11:SelectTarget:-:A1|12:PlayTop:root_008:-|13:PlayTop:root_004:-|14:PlayBottom:root_005:-|15:SelectTarget:-:I1|16:Rest:-:A1|17:PlayTop:root_025:-|18:SelectTarget:-:A1|19:PlayTop:root_001:-|20:SelectTarget:-:A1|21:PlayBottom:root_003:-|22:PlayTop:root_007:-|23:PlayTop:root_017:-|24:SelectTarget:-:A1|25:PlayBottom:root_006:-|26:SelectTarget:-:A2|27:PlayTop:root_004:-|28:PlayTop:root_004:-|29:PlayBottom:root_023:-|30:SelectTarget:-:A1|31:PlayTop:root_017:-|32:PlayTop:root_025:-|33:SkipPhase:-:-|34:PlayTop:root_004:-|35:PlayTop:root_009:-|36:SkipPhase:-:-"
53,Clean,6,20,20,23,4,0,6,0,10,0,60,"SEED:53|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_002:-|3:SelectTarget:-:A1|4:PlayBottom:root_005:-|5:SelectTarget:-:A1|6:PlayTop:root_023:-|7:SelectTarget:-:A1|8:PlayTop:root_008:-|9:PlayBottom:root_004:-|10:PlayTop:root_007:-|11:PlayTop:root_001:-|12:SelectTarget:-:A1|13:PlayBottom:root_006:-|14:SelectTarget:-:A1|15:Rest:-:A1|16:PlayTop:root_025:-|17:SelectTarget:-:M2|18:PlayTop:root_003:-|19:PlayBottom:root_008:-|20:PlayTop:root_005:-|21:PlayTop:root_017:-|22:SelectTarget:-:A1|23:PlayBottom:root_006:-|24:SelectTarget:-:A2|25:PlayTop:root_023:-|26:SelectTarget:-:A1|27:PlayTop:root_001:-|28:SelectTarget:-:A1|29:PlayBottom:root_009:-|30:SelectTarget:-:M2|31:PlayTop:root_004:-|32:PlayTop:root_007:-|33:SkipPhase:-:-|34:PlayTop:root_002:-|35:SkipPhase:-:-"
54,Clean,6,20,20,23,0,0,6,0,11,0,32,"SEED:54|0:PlayTop:root_006:-|1:SelectTarget:-:M1|2:PlayTop:root_023:-|3:SelectTarget:-:A1|4:PlayBottom:root_005:-|5:SelectTarget:-:A2|6:PlayTop:root_008:-|7:PlayTop:root_025:-|8:SelectTarget:-:A3|9:PlayBottom:root_009:-|10:SelectTarget:-:A2|11:PlayTop:root_004:-|12:PlayTop:root_001:-|13:SelectTarget:-:A1|14:PlayBottom:root_003:-|15:Rest:-:A1|16:PlayTop:root_005:-|17:PlayTop:root_017:-|18:SelectTarget:-:A1|19:PlayBottom:root_002:-|20:SelectTarget:-:A2|21:PlayTop:root_004:-|22:PlayTop:root_007:-|23:PlayBottom:root_006:-|24:SelectTarget:-:A3|25:PlayTop:root_008:-|26:PlayTop:root_025:-|27:SelectTarget:-:M1|28:PlayBottom:root_009:-|29:SelectTarget:-:A1|30:PlayTop:root_023:-|31:PlayTop:root_001:-|32:SkipPhase:-:-|33:PlayTop:root_003:-|34:SkipPhase:-:-"
55,Clean,6,20,20,23,0,0,0,0,11,0,35,"SEED:55|0:PlayTop:root_006:-|1:SelectTarget:-:M1|2:PlayTop:root_017:-|3:SelectTarget:-:A1|4:PlayBottom:root_025:-|5:SelectTarget:-:A1|6:PlayTop:root_005:-|7:PlayTop:root_004:-|8:PlayBottom:root_008:-|9:PlayTop:root_003:-|10:PlayTop:root_001:-|11:SelectTarget:-:A1|12:PlayBottom:root_009:-|13:SelectTarget:-:I1|14:Rest:-:A1|15:PlayTop:root_025:-|16:SelectTarget:-:A1|17:PlayTop:root_005:-|18:PlayBottom:root_002:-|19:SelectTarget:-:A2|20:PlayTop:root_023:-|21:SelectTarget:-:A1|22:PlayTop:root_007:-|23:PlayBottom:root_006:-|24:SelectTarget:-:A3|25:PlayTop:root_004:-|26:PlayTop:root_017:-|27:SelectTarget:-:A1|28:PlayBottom:root_001:-|29:SelectTarget:-:A1|30:PlayTop:root_003:-|31:SkipPhase:-:-|32:SkipPhase:-:-"
56,Clean,6,20,20,23,0,0,0,0,10,0,34,"SEED:56|0:PlayTop:root_023:-|1:SelectTarget:-:A1|2:PlayTop:root_005:-|3:PlayBottom:root_025:-|4:SelectTarget:-:A1|5:PlayTop:root_006:-|6:SelectTarget:-:A1|7:PlayTop:root_004:-|8:PlayBottom:root_008:-|9:PlayTop:root_003:-|10:PlayTop:root_017:-|11:SelectTarget:-:A1|12:PlayBottom:root_009:-|13:SelectTarget:-:A1|14:Rest:-:A1|15:PlayTop:root_025:-|16:SelectTarget:-:M1|17:PlayTop:root_007:-|18:PlayBottom:root_002:-|19:SelectTarget:-:A2|20:PlayTop:root_004:-|21:PlayTop:root_001:-|22:SelectTarget:-:A1|23:PlayBottom:root_008:-|24:PlayTop:root_005:-|25:PlayTop:root_009:-|26:SelectTarget:-:A3|27:PlayBottom:root_006:-|28:SelectTarget:-:M1|29:PlayTop:root_017:-|30:PlayTop:root_003:-|31:SkipPhase:-:-|32:PlayTop:root_023:-|33:SkipPhase:-:-"
57,Clean,6,20,20,23,0,0,6,0,9,0,35,"SEED:57|0:PlayTop:root_006:-|1:SelectTarget:-:M1|2:PlayTop:root_023:-|3:SelectTarget:-:A1|4:PlayBottom:root_025:-|5:SelectTarget:-:A2|6:PlayTop:root_008:-|7:PlayTop:root_007:-|8:PlayBottom:root_009:-|9:SelectTarget:-:A2|10:PlayTop:root_005:-|11:PlayTop:root_004:-|12:PlayBottom:root_003:-|13:Rest:-:A1|14:PlayTop:root_008:-|15:PlayTop:root_001:-|16:SelectTarget:-:A1|17:PlayBottom:root_002:-|18:SelectTarget:-:A2|19:PlayTop:root_004:-|20:PlayTop:root_017:-|21:SelectTarget:-:A1|22:PlayBottom:root_009:-|23:SelectTarget:-:M1|24:PlayTop:root_023:-|25:SelectTarget:-:A1|26:PlayTop:root_025:-|27:SelectTarget:-:A1|28:PlayBottom:root_006:-|29:SelectTarget:-:A3|30:PlayTop:root_005:-|31:PlayTop:root_003:-|32:SkipPhase:-:-|33:PlayTop:root_007:-|34:SkipPhase:-:-"
58,Clean,6,20,20,23,0,0,8,0,10,0,33,"SEED:58|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_004:-|3:PlayBottom:root_025:-|4:SelectTarget:-:A1|5:PlayTop:root_001:-|6:SelectTarget:-:A1|7:PlayTop:root_017:-|8:SelectTarget:-:A1|9:PlayBottom:root_002:-|10:SelectTarget:-:A3|11:PlayTop:root_023:-|12:SelectTarget:-:A1|13:PlayTop:root_008:-|14:PlayBottom:root_003:-|15:Rest:-:A1|16:PlayTop:root_005:-|17:PlayTop:root_023:-|18:SelectTarget:-:A1|19:PlayBottom:root_006:-|20:SelectTarget:-:A2|21:PlayTop:root_004:-|22:PlayTop:root_007:-|23:PlayBottom:root_009:-|24:SelectTarget:-:M1|25:PlayTop:root_025:-|26:SelectTarget:-:A1|27:PlayTop:root_017:-|28:SelectTarget:-:A1|29:PlayBottom:root_002:-|30:SelectTarget:-:A3|31:PlayTop:root_001:-|32:SkipPhase:-:-|33:SkipPhase:-:-"
59,Weathered,6,9,20,22,4,3,6,0,10,0,37,"SEED:59|0:PlayTop:root_002:-|1:SelectTarget:-:M1|2:PlayTop:root_023:-|3:SelectTarget:-:A1|4:PlayBottom:root_007:-|5:PlayTop:root_008:-|6:PlayTop:root_025:-|7:SelectTarget:-:A1|8:PlayBottom:root_001:-|9:SelectTarget:-:A1|10:PlayTop:root_005:-|11:PlayTop:root_004:-|12:PlayBottom:root_009:-|13:SelectTarget:-:I1|14:Rest:-:A1|15:PlayTop:root_005:-|16:PlayTop:root_017:-|17:SelectTarget:-:A3|18:PlayBottom:root_006:-|19:SelectTarget:-:A2|20:PlayTop:root_008:-|21:PlayTop:root_004:-|22:PlayBottom:root_003:-|23:PlayTop:root_023:-|24:SelectTarget:-:A1|25:PlayTop:root_001:-|26:SelectTarget:-:A1|27:PlayBottom:root_009:-|28:SelectTarget:-:M1|29:PlayTop:root_025:-|30:PlayTop:root_007:-|31:SkipPhase:-:-|32:PlayTop:root_002:-|33:SkipPhase:-:-"
60,Clean,6,20,20,23,0,0,0,0,10,0,31,"SEED:60|0:PlayTop:root_005:-|1:PlayTop:root_008:-|2:PlayBottom:root_004:-|3:PlayTop:root_025:-|4:SelectTarget:-:A2|5:PlayTop:root_001:-|6:SelectTarget:-:A1|7:PlayBottom:root_003:-|8:PlayTop:root_002:-|9:SelectTarget:-:A1|10:PlayTop:root_007:-|11:PlayBottom:root_009:-|12:SelectTarget:-:I1|13:Rest:-:A1|14:PlayTop:root_025:-|15:SelectTarget:-:A1|16:PlayTop:root_017:-|17:SelectTarget:-:A1|18:PlayBottom:root_006:-|19:SelectTarget:-:A2|20:PlayTop:root_005:-|21:PlayTop:root_023:-|22:SelectTarget:-:A1|23:PlayBottom:root_001:-|24:SelectTarget:-:A1|25:PlayTop:root_008:-|26:PlayTop:root_004:-|27:PlayBottom:root_009:-|28:SelectTarget:-:A1|29:PlayTop:root_003:-|30:PlayTop:root_002:-|31:SkipPhase:-:-|32:PlayTop:root_007:-|33:SkipPhase:-:-"
61,Clean,6,20,20,23,0,0,0,0,8,0,35,"SEED:61|0:PlayTop:root_006:-|1:SelectTarget:-:M1|2:PlayTop:root_009:-|3:SelectTarget:-:A1|4:PlayBottom:root_005:-|5:SelectTarget:-:A1|6:PlayTop:root_008:-|7:PlayTop:root_023:-|8:SelectTarget:-:A1|9:PlayBottom:root_002:-|10:SelectTarget:-:M2|11:PlayTop:root_004:-|12:PlayTop:root_025:-|13:SelectTarget:-:A2|14:PlayBottom:root_007:-|15:Rest:-:A1|16:PlayTop:root_025:-|17:SelectTarget:-:I1|18:PlayTop:root_001:-|19:SelectTarget:-:A1|20:PlayBottom:root_003:-|21:PlayTop:root_005:-|22:PlayTop:root_017:-|23:SelectTarget:-:A1|24:PlayBottom:root_009:-|25:SelectTarget:-:A2|26:PlayTop:root_008:-|27:PlayTop:root_004:-|28:PlayBottom:root_002:-|29:SelectTarget:-:A2|30:PlayTop:root_023:-|31:PlayTop:root_007:-|32:SkipPhase:-:-|33:PlayTop:root_006:-|34:SkipPhase:-:-"
62,Weathered,6,8,20,22,4,3,6,0,11,0,33,"SEED:62|0:PlayTop:root_002:-|1:SelectTarget:-:M1|2:PlayTop:root_023:-|3:SelectTarget:-:A1|4:PlayBottom:root_025:-|5:SelectTarget:-:A1|6:PlayTop:root_008:-|7:PlayTop:root_005:-|8:PlayBottom:root_006:-|9:SelectTarget:-:A3|10:PlayTop:root_001:-|11:SelectTarget:-:A1|12:PlayTop:root_003:-|13:PlayBottom:root_009:-|14:SelectTarget:-:I1|15:Rest:-:A1|16:PlayTop:root_004:-|17:PlayTop:root_025:-|18:SelectTarget:-:A1|19:PlayBottom:root_002:-|20:SelectTarget:-:A2|21:PlayTop:root_007:-|22:PlayTop:root_017:-|23:SelectTarget:-:A1|24:PlayBottom:root_003:-|25:PlayTop:root_008:-|26:PlayTop:root_005:-|27:PlayBottom:root_009:-|28:SelectTarget:-:A1|29:PlayTop:root_023:-|30:PlayTop:root_006:-|31:SkipPhase:-:-|32:PlayTop:root_001:-|33:SkipPhase:-:-"
63,Clean,6,16,20,23,0,2,8,0,9,0,38,"SEED:63|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_006:-|3:SelectTarget:-:A1|4:PlayBottom:root_004:-|5:PlayTop:root_008:-|6:PlayTop:root_005:-|7:PlayBottom:root_025:-|8:SelectTarget:-:A1|9:PlayTop:root_023:-|10:SelectTarget:-:A1|11:PlayTop:root_001:-|12:SelectTarget:-:A1|13:PlayBottom:root_003:-|14:Rest:-:A1|15:PlayTop:root_004:-|16:PlayTop:root_017:-|17:SelectTarget:-:A1|18:PlayBottom:root_002:-|19:SelectTarget:-:A2|20:PlayTop:root_005:-|21:PlayTop:root_023:-|22:SelectTarget:-:A1|23:PlayBottom:root_009:-|24:SelectTarget:-:M1|25:PlayTop:root_007:-|26:PlayTop:root_008:-|27:PlayBottom:root_025:-|28:SelectTarget:-:A1|29:PlayTop:root_006:-|30:PlayTop:root_003:-|31:SkipPhase:-:-|32:PlayTop:root_001:-|33:SkipPhase:-:-"
64,Clean,6,20,20,23,0,0,0,0,9,0,37,"SEED:64|0:PlayTop:root_002:-|1:SelectTarget:-:M1|2:PlayTop:root_006:-|3:SelectTarget:-:A1|4:PlayBottom:root_007:-|5:PlayTop:root_023:-|6:SelectTarget:-:A1|7:PlayTop:root_004:-|8:PlayBottom:root_001:-|9:SelectTarget:-:A1|10:PlayTop:root_005:-|11:PlayTop:root_008:-|12:PlayBottom:root_025:-|13:SelectTarget:-:I1|14:Rest:-:A1|15:PlayTop:root_017:-|16:SelectTarget:-:A1|17:PlayTop:root_003:-|18:PlayBottom:root_009:-|19:SelectTarget:-:A2|20:PlayTop:root_023:-|21:SelectTarget:-:A1|22:PlayTop:root_004:-|23:PlayBottom:root_002:-|24:SelectTarget:-:A2|25:PlayTop:root_008:-|26:PlayTop:root_005:-|27:PlayBottom:root_006:-|28:SelectTarget:-:A3|29:PlayTop:root_025:-|30:PlayTop:root_007:-|31:SkipPhase:-:-|32:PlayTop:root_001:-|33:SkipPhase:-:-"
65,Clean,6,13,20,23,0,5,0,0,11,0,32,"SEED:65|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_004:-|3:PlayBottom:root_025:-|4:SelectTarget:-:A1|5:PlayTop:root_005:-|6:PlayTop:root_003:-|7:PlayBottom:root_006:-|8:SelectTarget:-:A3|9:PlayTop:root_008:-|10:PlayTop:root_023:-|11:SelectTarget:-:A1|12:PlayBottom:root_017:-|13:SelectTarget:-:A1|14:Rest:-:A1|15:PlayTop:root_005:-|16:PlayTop:root_001:-|17:SelectTarget:-:A1|18:PlayBottom:root_002:-|19:SelectTarget:-:A2|20:PlayTop:root_008:-|21:PlayTop:root_023:-|22:SelectTarget:-:A1|23:PlayBottom:root_007:-|24:PlayTop:root_023:-|25:SelectTarget:-:A1|26:PlayTop:root_023:-|27:SelectTarget:-:A1|28:PlayBottom:root_009:-|29:SelectTarget:-:A1|30:PlayTop:root_025:-|31:PlayTop:root_004:-|32:SkipPhase:-:-|33:PlayTop:root_006:-|34:PlayTop:root_003:-|35:SkipPhase:-:-"
66,Weathered,6,20,20,22,4,1,6,0,9,0,36,"SEED:66|0:PlayTop:root_006:-|1:SelectTarget:-:M1|2:PlayTop:root_023:-|3:SelectTarget:-:A1|4:PlayBottom:root_025:-|5:SelectTarget:-:A1|6:PlayTop:root_003:-|7:PlayTop:root_001:-|8:SelectTarget:-:A1|9:PlayBottom:root_009:-|10:SelectTarget:-:A1|11:PlayTop:root_008:-|12:PlayTop:root_005:-|13:PlayBottom:root_002:-|14:SelectTarget:-:A2|15:Rest:-:A1|16:PlayTop:root_004:-|17:PlayTop:root_005:-|18:PlayBottom:root_017:-|19:SelectTarget:-:A1|20:PlayTop:root_007:-|21:PlayTop:root_001:-|22:SelectTarget:-:A1|23:PlayBottom:root_009:-|24:SelectTarget:-:I1|25:PlayTop:root_023:-|26:SelectTarget:-:A1|27:PlayTop:root_025:-|28:SelectTarget:-:M1|29:PlayBottom:root_006:-|30:SelectTarget:-:A3|31:PlayTop:root_003:-|32:SkipPhase:-:-|33:SkipPhase:-:-"
67,Weathered,6,20,20,22,0,1,9,0,11,0,47,"SEED:67|0:PlayTop:root_009:-|1:SelectTarget:-:M1|2:PlayTop:root_006:-|3:SelectTarget:-:A1|4:PlayBottom:root_004:-|5:PlayTop:root_008:-|6:PlayTop:root_025:-|7:SelectTarget:-:A2|8:PlayBottom:root_007:-|9:PlayTop:root_023:-|10:SelectTarget:-:A1|11:PlayTop:root_001:-|12:SelectTarget:-:A1|13:PlayBottom:root_003:-|14:Rest:-:A1|15:PlayTop:root_005:-|16:PlayTop:root_023:-|17:SelectTarget:-:A1|18:PlayBottom:root_004:-|19:PlayTop:root_017:-|20:SelectTarget:-:A1|21:PlayTop:root_002:-|22:SelectTarget:-:A2|23:PlayBottom:root_006:-|24:SelectTarget:-:A3|25:PlayTop:root_025:-|26:SelectTarget:-:M1|27:PlayTop:root_001:-|28:SelectTarget:-:A1|29:PlayBottom:root_017:-|30:SelectTarget:-:A1|31:PlayTop:root_025:-|32:PlayTop:root_005:-|33:SkipPhase:-:-|34:PlayTop:root_001:-|35:PlayTop:root_002:-|36:SkipPhase:-:-"
