seed,tide,weave,alive_invaders,total_presence,total_corruption,fear_generated_this_tide,invaders_killed_this_tide,invaders_arrived_this_tide
50,6,17,11,10,0,7,7,4
51,1,20,3,3,0,0,0,3
51,2,20,5,4,0,15,2,4
51,3,20,7,6,0,4,2,6
51,4,18,7,8,0,7,4,4
51,5,18,7,9,0,16,4,4
51,6,19,10,10,0,13,1,4
52,1,20,3,3,0,0,0,3
52,2,20,6,5,0,8,1,4
52,3,20,10,8,0,7,0,10
52,4,20,8,9,0,18,6,4
52,5,20,10,10,0,13,2,4
52,6,20,11,12,0,6,3,4
53,1,20,3,3,0,0,0,3
53,2,20,6,5,0,12,1,4
53,3,20,10,6,19,21,0,5
53,4,20,12,8,3,8,2,4
53,5,20,15,9,0,15,1,6
53,6,20,13,10,0,6,6,4
54,1,20,3,2,0,4,0,3
54,2,20,5,4,0,12,2,4
54,3,20,7,5,10,9,2,4
54,4,20,9,9,0,4,2,4
54,5,20,12,10,0,13,1,4
54,6,20,13,12,0,8,3,5
55,1,20,3,4,0,0,0,3
55,2,20,5,5,0,9,2,4
55,3,20,9,8,0,12,0,9
55,4,20,6,8,0,8,7,4
55,5,20,9,10,0,7,1,4
55,6,20,11,12,0,15,2,4
56,1,20,3,1,0,6,0,3
56,2,20,7,4,0,5,0,4
56,3,20,8,8,0,4,3,8
56,4,20,8,8,0,10,4,4
56,5,20,11,9,0,13,1,4
56,6,20,12,11,0,8,3,4
57,1,20,3,2,0,4,0,3
57,2,20,7,4,0,4,0,4
57,3,20,8,5,12,9,3,4
57,4,20,9,9,0,6,3,6
57,5,19,11,10,0,10,2,4
57,6,19,9,12,0,6,6,4
58,1,20,3,3,0,0,0,3
58,2,20,5,5,0,7,2,4
58,3,20,9,7,13,11,0,5
58,4,20,8,8,0,6,5,4
58,5,20,7,8,0,13,5,5
58,6,20,9,10,0,12,2,5
59,1,20,3,3,0,0,0,3
59,2,20,7,4,0,15,0,4
59,3,20,11,5,21,18,0,5
59,4,20,10,8,6,8,5,4
59,5,20,9,10,0,9,5,5
59,6,20,12,11,0,6,1,4
60,1,20,3,1,0,2,0,3
60,2,20,7,3,0,11,0,4
60,3,20,11,4,0,10,0,11
60,4,20,8,9,0,4,7,4
60,5,20,12,11,0,12,0,6
60,6,20,9,12,0,6,7,4
61,1,20,3,3,0,0,0,3
61,2,20,5,5,0,12,2,4
61,3,20,8,7,0,12,1,8
61,4,14,10,8,0,14,2,4
61,5,15,11,9,0,13,3,5
61,6,16,12,10,0,6,3,4
62,1,20,3,2,0,4,0,3
62,2,20,6,4,0,10,1,4
62,3,20,10,9,21,8,0,7
62,4,20,11,9,0,10,3,4
62,5,20,15,10,0,12,0,5
62,6,20,12,11,0,4,7,4
63,1,20,3,3,0,0,0,3
63,2,20,7,4,0,13,0,4
63,3,20,8,5,12,10,3,4
63,4,20,11,9,0,9,1,4
63,5,20,9,10,0,10,6,4
63,6,20,11,10,0,8,2,4
64,1,20,3,3,0,0,0,3
64,2,20,7,3,0,18,0,4
64,3,20,11,6,0,11,0,9
64,4,13,11,9,0,11,4,4
64,5,12,7,9,0,13,8,4
64,6,14,10,10,0,11,1,5
65,1,20,3,2,0,3,0,3
65,2,20,5,4,0,6,2,4
65,3,20,8,9,0,8,1,8
65,4,11,11,11,0,10,1,4
65,5,9,11,12,0,9,4,5
65,6,9,7,13,0,4,8,4
66,1,20,3,2,0,4,0,3
66,2,20,6,4,0,4,1,4
66,3,20,8,7,16,12,2,6
66,4,18,11,10,0,10,1,4
66,5,20,10,10,0,6,5,8
66,6,12,12,12,0,10,2,4
67,1,20,3,3,0,0,0,3
67,2,20,7,4,0,13,0,4
67,3,20,11,6,19,8,0,5
67,4,20,10,8,0,12,5,4
67,5,20,11,9,0,16,3,5
67,6,20,7,11,0,6,8,4
68,1,20,3,2,0,3,0,3
68,2,20,5,4,0,2,2,4
68,3,20,9,5,15,8,0,5
68,4,20,10,9,0,9,3,4
68,5,20,11,10,0,9,3,5
68,6,20,11,12,0,10,4,4
69,1,20,3,2,0,4,0,3
69,2,20,6,4,0,8,1,4
69,3,20,8,6,0,7,2,8
69,4,11,11,8,0,4,1,4
69,5,8,8,9,0,4,7,4
69,6,9,6,9,0,9,6,4
70,1,20,3,1,0,7,0,3
70,2,20,5,4,0,8,2,4
70,3,20,9,5,0,4,0,9
70,4,20,8,8,0,4,5,4
70,5,20,12,9,0,20,0,6
70,6,20,8,9,0,11,8,4
71,1,20,3,1,0,3,0,3
71,2,20,6,4,0,4,1,4
71,3,20,10,5,15,11,0,5
71,4,20,10,10,0,4,4,7
71,5,18,8,12,0,7,6,6
71,6,18,8,12,0,18,4,4
72,1,20,3,3,0,0,0,3
72,2,20,6,5,0,11,1,4
72,3,20,10,8,19,14,0,5
72,4,20,10,9,0,4,4,4
72,5,20,10,10,0,7,4,5
72,6,20,13,10,0,15,1,4
73,1,20,3,3,0,0,0,3
73,2,20,6,5,0,8,1,4
73,3,20,10,6,0,20,0,7
73,4,15,10,8,0,15,4,4
73,5,16,7,8,0,8,7,4
73,6,16,9,9,0,6,2,4
74,1,20,3,2,0,2,0,3
74,2,20,7,4,0,13,0,4
74,3,20,11,6,0,4,0,11
74,4,3,13,8,0,13,2,4
74,5,4,12,8,0,12,5,5
74,6,4,8,10,0,8,8,4
75,1,20,3,3,0,0,0,3
75,2,20,5,5,0,9,2,4
75,3,20,8,10,0,8,1,8
75,4,20,8,10,0,6,4,4
75,5,20,11,11,0,7,1,5
75,6,20,10,12,0,8,5,4
76,1,20,3,3,0,0,0,3
76,2,20,6,5,0,6,1,4
76,3,20,9,6,16,17,1,4
76,4,20,10,8,0,19,3,4
76,5,20,12,8,0,9,2,5
76,6,20,7,9,0,6,9,4
77,1,20,3,3,0,0,0,3
77,2,20,5,5,0,12,2,4
77,3,20,6,6,6,12,3,4
77,4,20,9,8,0,12,1,4
77,5,20,12,10,0,4,1,6
77,6,20,9,10,0,7,7,5
78,1,20,3,3,0,0,0,3
78,2,20,7,3,0,18,0,4
78,3,20,7,5,0,11,4,7
78,4,20,8,8,0,16,3,4
78,5,20,12,10,0,6,0,5
78,6,20,12,10,0,8,4,4
79,1,20,3,2,0,4,0,3
79,2,20,6,4,0,9,1,4
79,3,20,10,6,0,7,0,10
79,4,20,8,8,0,10,6,4
79,5,20,12,10,0,9,0,6
79,6,20,10,10,0,11,6,4
80,1,20,3,2,0,3,0,3
80,2,20,7,4,0,22,0,4
80,3,20,10,5,18,6,1,4
80,4,20,10,8,6,11,4,5
80,5,20,11,9,0,10,3,4
80,6,20,9,10,0,14,6,4
81,1,20,3,2,0,3,0,3
81,2,20,7,4,0,12,0,4
81,3,20,10,6,20,15,1,4
81,4,20,11,8,0,4,3,4
81,5,20,12,8,0,13,3,5
81,6,20,15,8,0,11,1,4
82,1,20,3,3,0,0,0,3
82,2,20,6,5,0,7,1,4
82,3,20,8,6,0,15,2,8
82,4,20,8,8,0,10,4,4
82,5,20,10,10,0,14,2,4
82,6,20,11,11,0,6,3,4
83,1,20,3,3,0,0,0,3
83,2,20,7,4,0,20,0,4
83,3,20,11,5,0,11,0,10
83,4,20,8,8,0,21,7,4
83,5,20,9,9,0,6,3,4
83,6,20,11,10,0,12,2,5
84,1,20,3,3,0,0,0,3
84,2,20,5,5,0,9,2,4
84,3,20,6,6,0,16,3,6
84,4,19,7,8,0,9,3,4
84,5,20,9,9,0,10,2,5
84,6,20,11,11,0,6,2,4
85,1,20,3,3,0,0,0,3
85,2,20,5,5,0,10,2,4
85,3,20,8,8,16,12,1,5
85,4,20,9,10,0,4,3,4
85,5,20,13,11,0,6,0,7
85,6,20,8,11,0,10,9,4
86,1,20,3,3,0,0,0,3
86,2,20,6,5,0,6,1,4
86,3,20,10,10,17,7,0,5
86,4,20,11,10,1,16,3,4
86,5,20,11,11,0,8,4,4
86,6,20,6,12,0,4,9,4
87,1,20,3,3,0,0,0,3
87,2,20,7,4,0,13,0,4
87,3,20,11,6,0,8,0,11
87,4,20,8,8,0,4,7,4
87,5,20,11,9,0,13,1,4
87,6,20,8,9,0,8,7,5
88,1,20,3,3,0,0,0,3
88,2,20,7,3,0,15,0,4
88,3,20,7,5,0,8,4,6
88,4,18,9,10,0,11,2,4
88,5,19,12,11,0,6,1,6
88,6,19,8,12,0,10,8,4
89,1,20,3,2,0,2,0,3
89,2,20,6,4,0,11,1,4
89,3,20,7,5,9,4,3,5
89,4,20,9,11,0,4,2,4
89,5,20,7,11,0,10,6,5
89,6,20,6,13,0,12,5,4
90,1,20,3,2,0,4,0,3
90,2,20,7,4,0,4,0,4
90,3,20,11,6,19,8,0,5
90,4,20,10,8,0,13,5,4
90,5,20,8,10,0,8,6,4
90,6,20,9,11,0,6,3,4
91,1,20,3,3,0,0,0,3
91,2,20,7,3,0,17,0,4
91,3,20,11,5,21,8,0,5
91,4,20,14,9,0,4,1,4
91,5,20,11,9,0,10,7,4
91,6,20,15,11,0,9,0,4
